88,C2,Relig. Com sucesso,Chuvoso com raios,BAURU,09/03/2011,agosto,Noite,Descarga
138,C2,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,03/11/1980,agosto,Madrugada,Descarga
138,C1,Relig. Com sucesso,Não Informado,BAURU,10/02/1990,setembro,Tarde,Queimada
138,C1,Relig. Sem sucesso,Não Informado,BAURU,10/02/1990,setembro,Tarde,Queimada
440,C1,Relig. Bloqueado,Bom sem raios,BAURU,22/06/2015,setembro,Tarde,Queimada
138,C1,Relig. Com sucesso,Chuvoso sem raios,TAUBATÉ,09/03/2011,setembro,Madrugada,Descarga
440,C1,Relig. Com sucesso,Não Informado,BAURU,03/11/1980,setembro,Tarde,Queimada
440,C1,Relig. Sem sucesso,Bom sem raios,BAURU,22/06/2015,setembro,Tarde,Vegetação
440,C1,Relig. Sem sucesso,Bom sem raios,BAURU,22/06/2015,setembro,Tarde,Vegetação
440,C1,Relig. Com sucesso,Bom sem raios,BAURU,22/06/2015,setembro,Tarde,Vegetação
138,C1,Relig. Sem sucesso,Chuvoso sem raios,BAURU,02/08/2000,setembro,Madrugada,Descarga
138,C1,Relig. Bloqueado,Chuvoso com raios,BAURU,02/08/2000,setembro,Madrugada,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,02/08/2000,setembro,Madrugada,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,12/09/1991,setembro,Manhã,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,09/03/2011,outubro,Tarde,Descarga
88,C2,Relig. Sem sucesso,Chuvoso com raios,BAURU,02/08/2000,outubro,Noite,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,10/02/1990,outubro,Noite,Descarga
440,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,19/12/2016,outubro,Madrugada,Descarga
88,C1,Relig. Bloqueado,Chuvoso com raios,BAURU,03/11/1980,outubro,Madrugada,Descarga
138,C1,Relig. Bloqueado,Chuvoso com raios,BAURU,02/08/2000,outubro,Madrugada,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,30/11/1993,outubro,Tarde,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,02/08/2000,outubro,Noite,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,02/08/2000,outubro,Noite,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,02/08/2000,outubro,Noite,Descarga
88,C1,Relig. Sem sucesso,Chuvoso com raios,CABREÚVA,09/03/2011,outubro,Noite,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,09/03/2011,outubro,Madrugada,Descarga
88,C2,Relig. Sem sucesso,Chuvoso com raios,BAURU,02/08/2000,outubro,Tarde,Descarga
88,C1,Relig. Sem sucesso,Chuvoso com raios,BAURU,02/08/2000,outubro,Tarde,Descarga
440,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,03/11/1980,outubro,Noite,Descarga
138,C2,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,03/11/1980,outubro,Tarde,Descarga
138,C1,Relig. Com sucesso,Chuvoso sem raios,BAURU,10/02/1990,outubro,Madrugada,Descarga
440,C2,Relig. Com sucesso,Chuvoso sem raios,BAURU,19/12/2016,outubro,Manhã,Descarga
138,C2,Relig. Com sucesso,Chuvoso sem raios,TAUBATÉ,03/11/1980,outubro,Tarde,Descarga
138,C1,Relig. Sem sucesso,Bom sem raios,TAUBATÉ,09/03/2011,outubro,Manhã,Cabos Para Raios
440,C1,Relig. Sem sucesso,Bom sem raios,BAURU,03/11/1980,outubro,Tarde,Queimada
440,C1,Relig. Sem sucesso,Chuvoso com raios,CABREÚVA,03/11/1980,outubro,Tarde,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,09/03/2011,outubro,Noite,Descarga
88,C2,Relig. Com sucesso,Chuvoso com raios,BAURU,09/03/2011,outubro,Noite,Descarga
440,C2,Relig. Não informado,Chuvoso com raios,BAURU,02/08/2000,outubro,Tarde,Descarga
440,C2,Relig. Não informado,Chuvoso com raios,BAURU,02/08/2000,outubro,Tarde,Descarga
440,C1,Relig. Não informado,Chuvoso com raios,BAURU,02/08/2000,outubro,Tarde,Descarga
440,C1,Relig. Não informado,Chuvoso com raios,BAURU,02/08/2000,outubro,Tarde,Descarga
440,C1,Relig. Não informado,Chuvoso com raios,BAURU,02/08/2000,outubro,Tarde,Descarga
440,C1,Relig. Bloqueado,Chuvoso com raios,BAURU,21/12/1984,outubro,Tarde,Descarga
88,C2,Relig. Não informado,Chuvoso com raios,BAURU,02/08/2000,outubro,Noite,Descarga
88,C2,Relig. Sem sucesso,Chuvoso com raios,BAURU,02/08/2000,outubro,Noite,Descarga
88,C2,Relig. Sem sucesso,Chuvoso com raios,BAURU,02/08/2000,outubro,Noite,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,17/04/2011,outubro,Noite,Descarga
88,C1,Relig. Bloqueado,Chuvoso com raios,BAURU,22/06/2015,outubro,Noite,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,04/11/1970,novembro,Noite,Descarga
88,C1,Relig. Bloqueado,Chuvoso com raios,BAURU,22/06/2015,novembro,Manhã,Descarga
138,C1,Relig. Sem sucesso,Chuvoso com raios,BAURU,19/12/2016,novembro,Noite,Descarga
138,C2,Relig. Com sucesso,Chuvoso sem raios,CABREÚVA,09/03/2011,novembro,Tarde,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,03/11/1980,novembro,Noite,Descarga
88,C2,Relig. Com sucesso,Chuvoso sem raios,BAURU,09/03/2011,novembro,Manhã,Descarga
88,C2,Relig. Com sucesso,Chuvoso com raios,BAURU,09/03/2011,novembro,Tarde,Descarga
138,C1,Relig. Sem sucesso,Chuvoso com raios,CABREÚVA,03/11/1980,novembro,Tarde,Descarga
138,C1,Relig. Com sucesso,Chuvoso sem raios,CABREÚVA,30/11/1993,novembro,Tarde,Descarga
88,C1,Relig. Sem sucesso,Chuvoso com raios,TAUBATÉ,19/12/2016,novembro,Tarde,Descarga
345,C2,Relig. Sem sucesso,Chuvoso sem raios,TAUBATÉ,09/03/2011,dezembro,Tarde,Descarga
440,C2,Relig. Sem sucesso,Chuvoso sem raios,BAURU,22/06/2015,dezembro,Tarde,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,03/11/1980,dezembro,Tarde,Descarga
138,C1,Relig. Sem sucesso,Bom sem raios,CABREÚVA,09/03/2011,dezembro,Tarde,Cabos Para Raios
440,C1,Relig. Sem sucesso,Bom sem raios,CABREÚVA,29/08/2006,dezembro,Tarde,Vegetação
88,C2,Relig. Sem sucesso,Chuvoso com raios,BAURU,02/08/2000,dezembro,Noite,Descarga
138,C1,Relig. Sem sucesso,Chuvoso com raios,BAURU,10/02/1990,dezembro,Tarde,Descarga
138,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,10/02/1990,dezembro,Tarde,Descarga
138,C2,Relig. Sem sucesso,Chuvoso com raios,BAURU,19/12/2016,dezembro,Noite,Descarga
138,C1,Relig. Bloqueado,Chuvoso com raios,BAURU,29/08/2006,dezembro,Noite,Descarga
138,C1,Relig. Não informado,Chuvoso com raios,BAURU,29/08/2006,dezembro,Tarde,Descarga
440,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,09/03/2011,dezembro,Tarde,Descarga
